map2colour_performance.ino

begin()
4
12

map2RGB()
20	0.00	FF0000
116	10.00	FF0000
116	20.00	FF0000
116	30.00	FF0000
136	40.00	FF3F00
128	50.00	FF8F00
132	60.00	FFDF00
144	70.00	E8FD00
144	80.00	C3FB00
148	90.00	9DF800
144	100.00	78F600
144	110.00	52F400
144	120.00	2DF100
144	130.00	12F000
144	140.00	25F100
152	150.00	38F200
140	160.00	4BF300
144	170.00	5DF400
140	180.00	70F600
144	190.00	83F700
144	200.00	96F800
152	210.00	A8F900
144	220.00	BBFA00
148	230.00	CEFB00
148	240.00	E1FD00
144	250.00	F3FE00
140	260.00	FFFB00
148	270.00	FFF100
140	280.00	FFE700
140	290.00	FFDD00
140	300.00	FFD300
140	310.00	FFC900
140	320.00	FFBF00
140	330.00	FFB500
140	340.00	FFAB00
140	350.00	FFA100
140	360.00	FF9700
140	370.00	FF8D00
140	380.00	FF8300
144	390.00	FF7900
144	400.00	FF6F00
144	410.00	FF6500
144	420.00	FF5B00
140	430.00	FF5100
140	440.00	FF4700
144	450.00	FF3D00
148	460.00	FF3300
140	470.00	FF2900
140	480.00	FF1F00
140	490.00	FF1500
144	500.00	FF0B00
148	510.00	FF0100
140	520.00	FF0000
136	530.00	FF0000
136	540.00	FF0000
140	550.00	FF0000
140	560.00	FF0000
140	570.00	FF0000
140	580.00	FF0000
144	590.00	FF0000
136	600.00	FF0000
140	610.00	FF0000
140	620.00	FF0000
140	630.00	FF0000
140	640.00	FF0000
144	650.00	FF0000
136	660.00	FF0000
136	670.00	FF0000
136	680.00	FF0000
136	690.00	FF0000
136	700.00	FF0000
144	710.00	FF0000
136	720.00	FF0000
136	730.00	FF0000
136	740.00	FF0000
136	750.00	FF0000
136	760.00	FF0000
140	770.00	FF0000
140	780.00	FF0000
136	790.00	FF0000
140	800.00	FF0000
140	810.00	FF0000
140	820.00	FF0000
140	830.00	FF0000
144	840.00	FF0000
140	850.00	FF0000
140	860.00	FF0000
140	870.00	FF0000
140	880.00	FF0000
140	890.00	FF0000
144	900.00	FF0000
140	910.00	FF0000
140	920.00	FF0000
140	930.00	FF0000
140	940.00	FF0000
140	950.00	FF0000
144	960.00	FF0000
140	970.00	FF0000
136	980.00	FF0000
140	990.00	FF0000
140	1000.00	FF0000
140	1010.00	FF0000
140	1020.00	FF0000

map2_565()
16	0.00	F800
124	10.00	F800
120	20.00	F800
120	30.00	F800
136	40.00	F9E0
132	50.00	FC60
132	60.00	FEE0
148	70.00	EFE0
148	80.00	C7C0
148	90.00	9FC0
148	100.00	7FA0
152	110.00	57A0
152	120.00	2F80
148	130.00	1780
144	140.00	2780
152	150.00	3F80
148	160.00	4F80
148	170.00	5FA0
144	180.00	77A0
156	190.00	87A0
144	200.00	97C0
148	210.00	AFC0
144	220.00	BFC0
148	230.00	CFC0
152	240.00	E7E0
148	250.00	F7E0
144	260.00	FFC0
144	270.00	FF80
144	280.00	FF20
144	290.00	FEE0
144	300.00	FE80
144	310.00	FE40
144	320.00	FDE0
144	330.00	FDA0
144	340.00	FD40
144	350.00	FD00
144	360.00	FCA0
140	370.00	FC60
144	380.00	FC00
144	390.00	FBC0
144	400.00	FB60
144	410.00	FB20
144	420.00	FAC0
144	430.00	FA80
144	440.00	FA20
144	450.00	F9E0
144	460.00	F980
144	470.00	F940
144	480.00	F8E0
144	490.00	F8A0
148	500.00	F840
148	510.00	F800
144	520.00	F800
144	530.00	F800
140	540.00	F800
140	550.00	F800
144	560.00	F800
144	570.00	F800
144	580.00	F800
140	590.00	F800
144	600.00	F800
144	610.00	F800
140	620.00	F800
144	630.00	F800
140	640.00	F800
144	650.00	F800
148	660.00	F800
144	670.00	F800
144	680.00	F800
144	690.00	F800
148	700.00	F800
140	710.00	F800
140	720.00	F800
140	730.00	F800
148	740.00	F800
140	750.00	F800
140	760.00	F800
144	770.00	F800
152	780.00	F800
140	790.00	F800
144	800.00	F800
144	810.00	F800
152	820.00	F800
140	830.00	F800
140	840.00	F800
140	850.00	F800
148	860.00	F800
144	870.00	F800
144	880.00	F800
144	890.00	F800
148	900.00	F800
144	910.00	F800
140	920.00	F800
144	930.00	F800
152	940.00	F800
140	950.00	F800
144	960.00	F800
144	970.00	F800
148	980.00	F800
144	990.00	F800
144	1000.00	F800
144	1010.00	F800
152	1020.00	F800

done...
